"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","PROLIFIC_PID","STUDY_ID","SESSION_ID","subject_id","study_id","session_id","pair_count","randomized_pair_order","block1_codes","block2_codes","max_run_block1","max_run_block2","fullscreen_exit_count","tab_switch_count","video_attention_failure_count","total_attention_violation_count","view_history","rt","stimulus","response","trial_kind","question_order","spacebar_question_answer","attention_question_answer","spacebar_question_correct","attention_question_correct","instruction_check_passed","demo_index","demo_code","stimulus_file","stimulus_name","predictability","boundary_times_sec","boundary_count","value","video_code","pair_number","block","global_position_in_block","min_press_gap_sec","no_press_failure","rapid_press_failure","video_attention_failed","video_attention_failure_type","last_video_had_any_attention_violation","current_video_fullscreen_exit_count","current_video_tab_switch_count","current_video_had_fullscreen_exit","current_video_had_tab_switch","current_video_had_video_attention_failure","skipped_video_debug","confidence_rating"
"","","","","","video-keyboard-response","52","2.0.0","531259","85","1","2026-06-08 18:49:28","segmentation_norming_randomized_order_maxrun_attention_v4","146.198.38.80","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36","WebKit","Chrome","148.0.0.0","Windows","10.0","https://uencdihehs.cognition.run/?PROLIFIC_PID=6a0ecfa37f0d9711b810596e&STUDY_ID=6a270c2e609d6ae583c06396&STUDY_ID=6a270c2e609d6ae583c06396&SESSION_ID=6a270e5287df46a191507a1a?PROLIFIC_PID=6a0ecfa37f0d9711b810596e&SESSION_ID=6a270e5287df46a191507a1a?","en-GB,en;q=0.9","6a0ecfa37f0d9711b810596e","6a270c2e609d6ae583c06396","6a270e5287df46a191507a1a?","6a0ecfa37f0d9711b810596e","6a270c2e609d6ae583c06396","6a270e5287df46a191507a1a?","30","[15,30,21,18,22,12,29,27,3,24,4,6,9,2,1,16,8,11,17,13,23,10,26,14,5,25,20,19,7,28]","[""U15"",""U30"",""P21"",""P18"",""P22"",""U12"",""P29"",""U27"",""U3"",""P24"",""P4"",""U6"",""P9"",""P2"",""P1"",""U16"",""P8"",""P11"",""P17"",""U13"",""P23"",""U10"",""P26"",""P14"",""U5"",""U25"",""P20"",""P19"",""P7"",""P28""]","[""P15"",""P30"",""U21"",""U18"",""U22"",""P12"",""U29"",""P27"",""P3"",""U24"",""U4"",""P6"",""U9"",""U2"",""U1"",""P16"",""U8"",""U11"",""U17"",""P13"",""U23"",""P10"",""U26"",""U14"",""P5"",""P25"",""U20"",""U19"",""U7"",""U28""]","4","4","0","0","1","1","","null","[""skateboard_v1.mp4""]","null","segmentation_video","","","","","","","","","skateboard_v1.mp4","skateboard","Predictable","[1.32632,3.327663,5.72711,10.957011,14.847585,15.634206,17.394291,19.288863,21.695936,23.975533]","10","","P24","24","1","10","0.7866210000000002","false","false","false","","false","0","0","false","false","false","false",""
"","","","","","survey-multi-choice","55","2.0.0","534773","85","1","2026-06-08 18:49:28","segmentation_norming_randomized_order_maxrun_attention_v4","146.198.38.80","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36","WebKit","Chrome","148.0.0.0","Windows","10.0","https://uencdihehs.cognition.run/?PROLIFIC_PID=6a0ecfa37f0d9711b810596e&STUDY_ID=6a270c2e609d6ae583c06396&STUDY_ID=6a270c2e609d6ae583c06396&SESSION_ID=6a270e5287df46a191507a1a?PROLIFIC_PID=6a0ecfa37f0d9711b810596e&SESSION_ID=6a270e5287df46a191507a1a?","en-GB,en;q=0.9","6a0ecfa37f0d9711b810596e","6a270c2e609d6ae583c06396","6a270e5287df46a191507a1a?","6a0ecfa37f0d9711b810596e","6a270c2e609d6ae583c06396","6a270e5287df46a191507a1a?","30","[15,30,21,18,22,12,29,27,3,24,4,6,9,2,1,16,8,11,17,13,23,10,26,14,5,25,20,19,7,28]","[""U15"",""U30"",""P21"",""P18"",""P22"",""U12"",""P29"",""U27"",""U3"",""P24"",""P4"",""U6"",""P9"",""P2"",""P1"",""U16"",""P8"",""P11"",""P17"",""U13"",""P23"",""U10"",""P26"",""P14"",""U5"",""U25"",""P20"",""P19"",""P7"",""P28""]","[""P15"",""P30"",""U21"",""U18"",""U22"",""P12"",""U29"",""P27"",""P3"",""U24"",""U4"",""P6"",""U9"",""U2"",""U1"",""P16"",""U8"",""U11"",""U17"",""P13"",""U23"",""P10"",""U26"",""U14"",""P5"",""P25"",""U20"",""U19"",""U7"",""U28""]","4","4","0","0","1","1","","3510","","{""confidence_rating"":""Slightly unconfident""}","confidence_question","[0]","","","","","","","","","skateboard","Predictable","","","","P24","24","1","10","","","","","","","","","","","","","Slightly unconfident"
"","","","","","video-keyboard-response","56","2.0.0","569998","85","1","2026-06-08 18:49:28","segmentation_norming_randomized_order_maxrun_attention_v4","146.198.38.80","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36","WebKit","Chrome","148.0.0.0","Windows","10.0","https://uencdihehs.cognition.run/?PROLIFIC_PID=6a0ecfa37f0d9711b810596e&STUDY_ID=6a270c2e609d6ae583c06396&STUDY_ID=6a270c2e609d6ae583c06396&SESSION_ID=6a270e5287df46a191507a1a?PROLIFIC_PID=6a0ecfa37f0d9711b810596e&SESSION_ID=6a270e5287df46a191507a1a?","en-GB,en;q=0.9","6a0ecfa37f0d9711b810596e","6a270c2e609d6ae583c06396","6a270e5287df46a191507a1a?","6a0ecfa37f0d9711b810596e","6a270c2e609d6ae583c06396","6a270e5287df46a191507a1a?","30","[15,30,21,18,22,12,29,27,3,24,4,6,9,2,1,16,8,11,17,13,23,10,26,14,5,25,20,19,7,28]","[""U15"",""U30"",""P21"",""P18"",""P22"",""U12"",""P29"",""U27"",""U3"",""P24"",""P4"",""U6"",""P9"",""P2"",""P1"",""U16"",""P8"",""P11"",""P17"",""U13"",""P23"",""U10"",""P26"",""P14"",""U5"",""U25"",""P20"",""P19"",""P7"",""P28""]","[""P15"",""P30"",""U21"",""U18"",""U22"",""P12"",""U29"",""P27"",""P3"",""U24"",""U4"",""P6"",""U9"",""U2"",""U1"",""P16"",""U8"",""U11"",""U17"",""P13"",""U23"",""P10"",""U26"",""U14"",""P5"",""P25"",""U20"",""U19"",""U7"",""U28""]","4","4","0","0","1","1","","null","[""bathroom_v1.mp4""]","null","segmentation_video","","","","","","","","","bathroom_v1.mp4","bathroom","Predictable","[2.176504,3.337997,4.457989,6.104833,7.225443,9.538292,11.47818,13.948676,15.941964,17.257979,18.15535,20.102308,22.454173,23.907484,24.988707,26.666302,29.591805,32.902329,35.026278]","19","","P4","4","1","11","0.8973709999999997","false","false","false","","false","0","0","false","false","false","false",""
"","","","","","survey-multi-choice","59","2.0.0","572389","85","1","2026-06-08 18:49:28","segmentation_norming_randomized_order_maxrun_attention_v4","146.198.38.80","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36","WebKit","Chrome","148.0.0.0","Windows","10.0","https://uencdihehs.cognition.run/?PROLIFIC_PID=6a0ecfa37f0d9711b810596e&STUDY_ID=6a270c2e609d6ae583c06396&STUDY_ID=6a270c2e609d6ae583c06396&SESSION_ID=6a270e5287df46a191507a1a?PROLIFIC_PID=6a0ecfa37f0d9711b810596e&SESSION_ID=6a270e5287df46a191507a1a?","en-GB,en;q=0.9","6a0ecfa37f0d9711b810596e","6a270c2e609d6ae583c06396","6a270e5287df46a191507a1a?","6a0ecfa37f0d9711b810596e","6a270c2e609d6ae583c06396","6a270e5287df46a191507a1a?","30","[15,30,21,18,22,12,29,27,3,24,4,6,9,2,1,16,8,11,17,13,23,10,26,14,5,25,20,19,7,28]","[""U15"",""U30"",""P21"",""P18"",""P22"",""U12"",""P29"",""U27"",""U3"",""P24"",""P4"",""U6"",""P9"",""P2"",""P1"",""U16"",""P8"",""P11"",""P17"",""U13"",""P23"",""U10"",""P26"",""P14"",""U5"",""U25"",""P20"",""P19"",""P7"",""P28""]","[""P15"",""P30"",""U21"",""U18"",""U22"",""P12"",""U29"",""P27"",""P3"",""U24"",""U4"",""P6"",""U9"",""U2"",""U1"",""P16"",""U8"",""U11"",""U17"",""P13"",""U23"",""P10"",""U26"",""U14"",""P5"",""P25"",""U20"",""U19"",""U7"",""U28""]","4","4","0","0","1","1","","2388","","{""confidence_rating"":""Slightly unconfident""}","confidence_question","[0]","","","","","","","","","bathroom","Predictable","","","","P4","4","1","11","","","","","","","","","","","","","Slightly unconfident"
"","","","","","video-keyboard-response","60","2.0.0","607198","85","1","2026-06-08 18:49:28","segmentation_norming_randomized_order_maxrun_attention_v4","146.198.38.80","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36","WebKit","Chrome","148.0.0.0","Windows","10.0","https://uencdihehs.cognition.run/?PROLIFIC_PID=6a0ecfa37f0d9711b810596e&STUDY_ID=6a270c2e609d6ae583c06396&STUDY_ID=6a270c2e609d6ae583c06396&SESSION_ID=6a270e5287df46a191507a1a?PROLIFIC_PID=6a0ecfa37f0d9711b810596e&SESSION_ID=6a270e5287df46a191507a1a?","en-GB,en;q=0.9","6a0ecfa37f0d9711b810596e","6a270c2e609d6ae583c06396","6a270e5287df46a191507a1a?","6a0ecfa37f0d9711b810596e","6a270c2e609d6ae583c06396","6a270e5287df46a191507a1a?","30","[15,30,21,18,22,12,29,27,3,24,4,6,9,2,1,16,8,11,17,13,23,10,26,14,5,25,20,19,7,28]","[""U15"",""U30"",""P21"",""P18"",""P22"",""U12"",""P29"",""U27"",""U3"",""P24"",""P4"",""U6"",""P9"",""P2"",""P1"",""U16"",""P8"",""P11"",""P17"",""U13"",""P23"",""U10"",""P26"",""P14"",""U5"",""U25"",""P20"",""P19"",""P7"",""P28""]","[""P15"",""P30"",""U21"",""U18"",""U22"",""P12"",""U29"",""P27"",""P3"",""U24"",""U4"",""P6"",""U9"",""U2"",""U1"",""P16"",""U8"",""U11"",""U17"",""P13"",""U23"",""P10"",""U26"",""U14"",""P5"",""P25"",""U20"",""U19"",""U7"",""U28""]","4","4","0","0","1","1","","null","[""bedding_v2.mp4""]","null","segmentation_video","","","","","","","","","bedding_v2.mp4","bedding","Unpredictable","[1.243708,4.40895,7.651701,10.025421,11.818854,17.772739,20.58616,25.087443,26.375713,29.239877,31.003344,32.590009,34.211307]","13","","U6","6","1","12","1.2882700000000007","false","false","false","","false","0","0","false","false","false","false",""
"","","","","","survey-multi-choice","63","2.0.0","609618","85","1","2026-06-08 18:49:28","segmentation_norming_randomized_order_maxrun_attention_v4","146.198.38.80","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36","WebKit","Chrome","148.0.0.0","Windows","10.0","https://uencdihehs.cognition.run/?PROLIFIC_PID=6a0ecfa37f0d9711b810596e&STUDY_ID=6a270c2e609d6ae583c06396&STUDY_ID=6a270c2e609d6ae583c06396&SESSION_ID=6a270e5287df46a191507a1a?PROLIFIC_PID=6a0ecfa37f0d9711b810596e&SESSION_ID=6a270e5287df46a191507a1a?","en-GB,en;q=0.9","6a0ecfa37f0d9711b810596e","6a270c2e609d6ae583c06396","6a270e5287df46a191507a1a?","6a0ecfa37f0d9711b810596e","6a270c2e609d6ae583c06396","6a270e5287df46a191507a1a?","30","[15,30,21,18,22,12,29,27,3,24,4,6,9,2,1,16,8,11,17,13,23,10,26,14,5,25,20,19,7,28]","[""U15"",""U30"",""P21"",""P18"",""P22"",""U12"",""P29"",""U27"",""U3"",""P24"",""P4"",""U6"",""P9"",""P2"",""P1"",""U16"",""P8"",""P11"",""P17"",""U13"",""P23"",""U10"",""P26"",""P14"",""U5"",""U25"",""P20"",""P19"",""P7"",""P28""]","[""P15"",""P30"",""U21"",""U18"",""U22"",""P12"",""U29"",""P27"",""P3"",""U24"",""U4"",""P6"",""U9"",""U2"",""U1"",""P16"",""U8"",""U11"",""U17"",""P13"",""U23"",""P10"",""U26"",""U14"",""P5"",""P25"",""U20"",""U19"",""U7"",""U28""]","4","4","0","0","1","1","","2417","","{""confidence_rating"":""Moderately confident""}","confidence_question","[0]","","","","","","","","","bedding","Unpredictable","","","","U6","6","1","12","","","","","","","","","","","","","Moderately confident"
"","","","","","video-keyboard-response","64","2.0.0","647438","85","1","2026-06-08 18:49:28","segmentation_norming_randomized_order_maxrun_attention_v4","146.198.38.80","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36","WebKit","Chrome","148.0.0.0","Windows","10.0","https://uencdihehs.cognition.run/?PROLIFIC_PID=6a0ecfa37f0d9711b810596e&STUDY_ID=6a270c2e609d6ae583c06396&STUDY_ID=6a270c2e609d6ae583c06396&SESSION_ID=6a270e5287df46a191507a1a?PROLIFIC_PID=6a0ecfa37f0d9711b810596e&SESSION_ID=6a270e5287df46a191507a1a?","en-GB,en;q=0.9","6a0ecfa37f0d9711b810596e","6a270c2e609d6ae583c06396","6a270e5287df46a191507a1a?","6a0ecfa37f0d9711b810596e","6a270c2e609d6ae583c06396","6a270e5287df46a191507a1a?","30","[15,30,21,18,22,12,29,27,3,24,4,6,9,2,1,16,8,11,17,13,23,10,26,14,5,25,20,19,7,28]","[""U15"",""U30"",""P21"",""P18"",""P22"",""U12"",""P29"",""U27"",""U3"",""P24"",""P4"",""U6"",""P9"",""P2"",""P1"",""U16"",""P8"",""P11"",""P17"",""U13"",""P23"",""U10"",""P26"",""P14"",""U5"",""U25"",""P20"",""P19"",""P7"",""P28""]","[""P15"",""P30"",""U21"",""U18"",""U22"",""P12"",""U29"",""P27"",""P3"",""U24"",""U4"",""P6"",""U9"",""U2"",""U1"",""P16"",""U8"",""U11"",""U17"",""P13"",""U23"",""P10"",""U26"",""U14"",""P5"",""P25"",""U20"",""U19"",""U7"",""U28""]","4","4","0","0","1","1","","null","[""cereal_v1.mp4""]","null","segmentation_video","","","","","","","","","cereal_v1.mp4","cereal","Predictable","[1.127487,2.918594,4.101901,6.021853,10.046513,11.998663,14.065948,16.711538,20.810533,21.751841,24.730122,26.706156,29.00248,31.799758,33.356791,35.431964]","16","","P9","9","1","13","0.9413079999999994","false","false","false","","false","0","0","false","false","false","false",""
"","","","","","survey-multi-choice","67","2.0.0","650301","85","1","2026-06-08 18:49:28","segmentation_norming_randomized_order_maxrun_attention_v4","146.198.38.80","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36","WebKit","Chrome","148.0.0.0","Windows","10.0","https://uencdihehs.cognition.run/?PROLIFIC_PID=6a0ecfa37f0d9711b810596e&STUDY_ID=6a270c2e609d6ae583c06396&STUDY_ID=6a270c2e609d6ae583c06396&SESSION_ID=6a270e5287df46a191507a1a?PROLIFIC_PID=6a0ecfa37f0d9711b810596e&SESSION_ID=6a270e5287df46a191507a1a?","en-GB,en;q=0.9","6a0ecfa37f0d9711b810596e","6a270c2e609d6ae583c06396","6a270e5287df46a191507a1a?","6a0ecfa37f0d9711b810596e","6a270c2e609d6ae583c06396","6a270e5287df46a191507a1a?","30","[15,30,21,18,22,12,29,27,3,24,4,6,9,2,1,16,8,11,17,13,23,10,26,14,5,25,20,19,7,28]","[""U15"",""U30"",""P21"",""P18"",""P22"",""U12"",""P29"",""U27"",""U3"",""P24"",""P4"",""U6"",""P9"",""P2"",""P1"",""U16"",""P8"",""P11"",""P17"",""U13"",""P23"",""U10"",""P26"",""P14"",""U5"",""U25"",""P20"",""P19"",""P7"",""P28""]","[""P15"",""P30"",""U21"",""U18"",""U22"",""P12"",""U29"",""P27"",""P3"",""U24"",""U4"",""P6"",""U9"",""U2"",""U1"",""P16"",""U8"",""U11"",""U17"",""P13"",""U23"",""P10"",""U26"",""U14"",""P5"",""P25"",""U20"",""U19"",""U7"",""U28""]","4","4","0","0","1","1","","2858","","{""confidence_rating"":""Slightly unconfident""}","confidence_question","[0]","","","","","","","","","cereal","Predictable","","","","P9","9","1","13","","","","","","","","","","","","","Slightly unconfident"
"","","","","","video-keyboard-response","68","2.0.0","678158","85","1","2026-06-08 18:49:28","segmentation_norming_randomized_order_maxrun_attention_v4","146.198.38.80","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36","WebKit","Chrome","148.0.0.0","Windows","10.0","https://uencdihehs.cognition.run/?PROLIFIC_PID=6a0ecfa37f0d9711b810596e&STUDY_ID=6a270c2e609d6ae583c06396&STUDY_ID=6a270c2e609d6ae583c06396&SESSION_ID=6a270e5287df46a191507a1a?PROLIFIC_PID=6a0ecfa37f0d9711b810596e&SESSION_ID=6a270e5287df46a191507a1a?","en-GB,en;q=0.9","6a0ecfa37f0d9711b810596e","6a270c2e609d6ae583c06396","6a270e5287df46a191507a1a?","6a0ecfa37f0d9711b810596e","6a270c2e609d6ae583c06396","6a270e5287df46a191507a1a?","30","[15,30,21,18,22,12,29,27,3,24,4,6,9,2,1,16,8,11,17,13,23,10,26,14,5,25,20,19,7,28]","[""U15"",""U30"",""P21"",""P18"",""P22"",""U12"",""P29"",""U27"",""U3"",""P24"",""P4"",""U6"",""P9"",""P2"",""P1"",""U16"",""P8"",""P11"",""P17"",""U13"",""P23"",""U10"",""P26"",""P14"",""U5"",""U25"",""P20"",""P19"",""P7"",""P28""]","[""P15"",""P30"",""U21"",""U18"",""U22"",""P12"",""U29"",""P27"",""P3"",""U24"",""U4"",""P6"",""U9"",""U2"",""U1"",""P16"",""U8"",""U11"",""U17"",""P13"",""U23"",""P10"",""U26"",""U14"",""P5"",""P25"",""U20"",""U19"",""U7"",""U28""]","4","4","0","0","1","1","","null","[""balcony_v1.mp4""]","null","segmentation_video","","","","","","","","","balcony_v1.mp4","balcony","Predictable","[0.820182,2.904916,4.837238,6.126291,7.717152,9.86496,11.612457,14.523466,19.338334,20.8129,22.711682,24.059329,25.435455,27.583513]","14","","P2","2","1","14","1.289053","false","false","false","","false","0","0","false","false","false","false",""
"","","","","","survey-multi-choice","71","2.0.0","680510","85","1","2026-06-08 18:49:28","segmentation_norming_randomized_order_maxrun_attention_v4","146.198.38.80","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36","WebKit","Chrome","148.0.0.0","Windows","10.0","https://uencdihehs.cognition.run/?PROLIFIC_PID=6a0ecfa37f0d9711b810596e&STUDY_ID=6a270c2e609d6ae583c06396&STUDY_ID=6a270c2e609d6ae583c06396&SESSION_ID=6a270e5287df46a191507a1a?PROLIFIC_PID=6a0ecfa37f0d9711b810596e&SESSION_ID=6a270e5287df46a191507a1a?","en-GB,en;q=0.9","6a0ecfa37f0d9711b810596e","6a270c2e609d6ae583c06396","6a270e5287df46a191507a1a?","6a0ecfa37f0d9711b810596e","6a270c2e609d6ae583c06396","6a270e5287df46a191507a1a?","30","[15,30,21,18,22,12,29,27,3,24,4,6,9,2,1,16,8,11,17,13,23,10,26,14,5,25,20,19,7,28]","[""U15"",""U30"",""P21"",""P18"",""P22"",""U12"",""P29"",""U27"",""U3"",""P24"",""P4"",""U6"",""P9"",""P2"",""P1"",""U16"",""P8"",""P11"",""P17"",""U13"",""P23"",""U10"",""P26"",""P14"",""U5"",""U25"",""P20"",""P19"",""P7"",""P28""]","[""P15"",""P30"",""U21"",""U18"",""U22"",""P12"",""U29"",""P27"",""P3"",""U24"",""U4"",""P6"",""U9"",""U2"",""U1"",""P16"",""U8"",""U11"",""U17"",""P13"",""U23"",""P10"",""U26"",""U14"",""P5"",""P25"",""U20"",""U19"",""U7"",""U28""]","4","4","0","0","1","1","","2348","","{""confidence_rating"":""Moderately confident""}","confidence_question","[0]","","","","","","","","","balcony","Predictable","","","","P2","2","1","14","","","","","","","","","","","","","Moderately confident"
"","","","","","video-keyboard-response","72","2.0.0","709379","85","1","2026-06-08 18:49:28","segmentation_norming_randomized_order_maxrun_attention_v4","146.198.38.80","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36","WebKit","Chrome","148.0.0.0","Windows","10.0","https://uencdihehs.cognition.run/?PROLIFIC_PID=6a0ecfa37f0d9711b810596e&STUDY_ID=6a270c2e609d6ae583c06396&STUDY_ID=6a270c2e609d6ae583c06396&SESSION_ID=6a270e5287df46a191507a1a?PROLIFIC_PID=6a0ecfa37f0d9711b810596e&SESSION_ID=6a270e5287df46a191507a1a?","en-GB,en;q=0.9","6a0ecfa37f0d9711b810596e","6a270c2e609d6ae583c06396","6a270e5287df46a191507a1a?","6a0ecfa37f0d9711b810596e","6a270c2e609d6ae583c06396","6a270e5287df46a191507a1a?","30","[15,30,21,18,22,12,29,27,3,24,4,6,9,2,1,16,8,11,17,13,23,10,26,14,5,25,20,19,7,28]","[""U15"",""U30"",""P21"",""P18"",""P22"",""U12"",""P29"",""U27"",""U3"",""P24"",""P4"",""U6"",""P9"",""P2"",""P1"",""U16"",""P8"",""P11"",""P17"",""U13"",""P23"",""U10"",""P26"",""P14"",""U5"",""U25"",""P20"",""P19"",""P7"",""P28""]","[""P15"",""P30"",""U21"",""U18"",""U22"",""P12"",""U29"",""P27"",""P3"",""U24"",""U4"",""P6"",""U9"",""U2"",""U1"",""P16"",""U8"",""U11"",""U17"",""P13"",""U23"",""P10"",""U26"",""U14"",""P5"",""P25"",""U20"",""U19"",""U7"",""U28""]","4","4","0","0","1","1","","null","[""baking_v1.mp4""]","null","segmentation_video","","","","","","","","","baking_v1.mp4","baking","Predictable","[1.719573,4.466285,8.778475,15.14249,19.544696,21.411758,22.779527,24.543463,28.206257]","9","","P1","1","1","15","1.3677690000000027","false","false","false","","false","0","0","false","false","false","false",""
"","","","","","survey-multi-choice","75","2.0.0","711676","85","1","2026-06-08 18:49:28","segmentation_norming_randomized_order_maxrun_attention_v4","146.198.38.80","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36","WebKit","Chrome","148.0.0.0","Windows","10.0","https://uencdihehs.cognition.run/?PROLIFIC_PID=6a0ecfa37f0d9711b810596e&STUDY_ID=6a270c2e609d6ae583c06396&STUDY_ID=6a270c2e609d6ae583c06396&SESSION_ID=6a270e5287df46a191507a1a?PROLIFIC_PID=6a0ecfa37f0d9711b810596e&SESSION_ID=6a270e5287df46a191507a1a?","en-GB,en;q=0.9","6a0ecfa37f0d9711b810596e","6a270c2e609d6ae583c06396","6a270e5287df46a191507a1a?","6a0ecfa37f0d9711b810596e","6a270c2e609d6ae583c06396","6a270e5287df46a191507a1a?","30","[15,30,21,18,22,12,29,27,3,24,4,6,9,2,1,16,8,11,17,13,23,10,26,14,5,25,20,19,7,28]","[""U15"",""U30"",""P21"",""P18"",""P22"",""U12"",""P29"",""U27"",""U3"",""P24"",""P4"",""U6"",""P9"",""P2"",""P1"",""U16"",""P8"",""P11"",""P17"",""U13"",""P23"",""U10"",""P26"",""P14"",""U5"",""U25"",""P20"",""P19"",""P7"",""P28""]","[""P15"",""P30"",""U21"",""U18"",""U22"",""P12"",""U29"",""P27"",""P3"",""U24"",""U4"",""P6"",""U9"",""U2"",""U1"",""P16"",""U8"",""U11"",""U17"",""P13"",""U23"",""P10"",""U26"",""U14"",""P5"",""P25"",""U20"",""U19"",""U7"",""U28""]","4","4","0","0","1","1","","2294","","{""confidence_rating"":""Moderately confident""}","confidence_question","[0]","","","","","","","","","baking","Predictable","","","","P1","1","1","15","","","","","","","","","","","","","Moderately confident"
"","","","","","video-keyboard-response","76","2.0.0","741557","85","1","2026-06-08 18:49:28","segmentation_norming_randomized_order_maxrun_attention_v4","146.198.38.80","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36","WebKit","Chrome","148.0.0.0","Windows","10.0","https://uencdihehs.cognition.run/?PROLIFIC_PID=6a0ecfa37f0d9711b810596e&STUDY_ID=6a270c2e609d6ae583c06396&STUDY_ID=6a270c2e609d6ae583c06396&SESSION_ID=6a270e5287df46a191507a1a?PROLIFIC_PID=6a0ecfa37f0d9711b810596e&SESSION_ID=6a270e5287df46a191507a1a?","en-GB,en;q=0.9","6a0ecfa37f0d9711b810596e","6a270c2e609d6ae583c06396","6a270e5287df46a191507a1a?","6a0ecfa37f0d9711b810596e","6a270c2e609d6ae583c06396","6a270e5287df46a191507a1a?","30","[15,30,21,18,22,12,29,27,3,24,4,6,9,2,1,16,8,11,17,13,23,10,26,14,5,25,20,19,7,28]","[""U15"",""U30"",""P21"",""P18"",""P22"",""U12"",""P29"",""U27"",""U3"",""P24"",""P4"",""U6"",""P9"",""P2"",""P1"",""U16"",""P8"",""P11"",""P17"",""U13"",""P23"",""U10"",""P26"",""P14"",""U5"",""U25"",""P20"",""P19"",""P7"",""P28""]","[""P15"",""P30"",""U21"",""U18"",""U22"",""P12"",""U29"",""P27"",""P3"",""U24"",""U4"",""P6"",""U9"",""U2"",""U1"",""P16"",""U8"",""U11"",""U17"",""P13"",""U23"",""P10"",""U26"",""U14"",""P5"",""P25"",""U20"",""U19"",""U7"",""U28""]","4","4","0","0","1","1","","null","[""mouse_v2.mp4""]","null","segmentation_video","","","","","","","","","mouse_v2.mp4","mouse","Unpredictable","[2.652799,6.588856,8.556999,10.758137,13.447343,16.696366,17.873345,21.347941,24.504772,26.382163,27.975506,29.578167]","12","","U16","16","1","16","1.1769789999999993","false","false","false","","false","0","0","false","false","false","false",""
"","","","","","survey-multi-choice","79","2.0.0","744029","85","1","2026-06-08 18:49:28","segmentation_norming_randomized_order_maxrun_attention_v4","146.198.38.80","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36","WebKit","Chrome","148.0.0.0","Windows","10.0","https://uencdihehs.cognition.run/?PROLIFIC_PID=6a0ecfa37f0d9711b810596e&STUDY_ID=6a270c2e609d6ae583c06396&STUDY_ID=6a270c2e609d6ae583c06396&SESSION_ID=6a270e5287df46a191507a1a?PROLIFIC_PID=6a0ecfa37f0d9711b810596e&SESSION_ID=6a270e5287df46a191507a1a?","en-GB,en;q=0.9","6a0ecfa37f0d9711b810596e","6a270c2e609d6ae583c06396","6a270e5287df46a191507a1a?","6a0ecfa37f0d9711b810596e","6a270c2e609d6ae583c06396","6a270e5287df46a191507a1a?","30","[15,30,21,18,22,12,29,27,3,24,4,6,9,2,1,16,8,11,17,13,23,10,26,14,5,25,20,19,7,28]","[""U15"",""U30"",""P21"",""P18"",""P22"",""U12"",""P29"",""U27"",""U3"",""P24"",""P4"",""U6"",""P9"",""P2"",""P1"",""U16"",""P8"",""P11"",""P17"",""U13"",""P23"",""U10"",""P26"",""P14"",""U5"",""U25"",""P20"",""P19"",""P7"",""P28""]","[""P15"",""P30"",""U21"",""U18"",""U22"",""P12"",""U29"",""P27"",""P3"",""U24"",""U4"",""P6"",""U9"",""U2"",""U1"",""P16"",""U8"",""U11"",""U17"",""P13"",""U23"",""P10"",""U26"",""U14"",""P5"",""P25"",""U20"",""U19"",""U7"",""U28""]","4","4","0","0","1","1","","2470","","{""confidence_rating"":""Moderately confident""}","confidence_question","[0]","","","","","","","","","mouse","Unpredictable","","","","U16","16","1","16","","","","","","","","","","","","","Moderately confident"
